"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Full Name","Prices, Consumer Price Index, All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Name","Prices, Consumer Price Index, All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator SDMX Code","PCPI_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator SDMX Name","Prices, Consumer Price Index, All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Short Name","All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code","PCPIPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code - Collection","PCPIPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code - Dissemination","PCPI_PCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code - EDD","PCPI|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Topic","Real Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Unit","Percent",""
